name,roast_num,aroma,acid,body,flavor,aftertaste,with_milk,rating
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,1,9,9,9,9,8,1,94
Turbo Espresso,3,9,1,8,9,8,9,93
Papua New Guinea Baroida Natural,2,9,8,9,9,8,1,93
Foundry Blend,2,9,8,8,9,8,1,92
Papua New Guinea Baroida Washed,2,9,8,8,9,8,1,92
Papua New Guinea Baroida Honey,2,8,8,9,9,8,1,92
Yemen Al Mashtal Al Burhani,2,9,9,9,9,8,1,94
Reina de la Asuncion Ecuador,2,9,9,8,9,8,1,93
Colombia Finca El Vergal Geisha/Java Natural,1,9,8,9,9,8,1,93
Nayamasasa Democratic Republic of the Congo,2,9,9,8,9,8,1,93
Colombia Chiroso Natural,1,9,9,8,9,8,1,93
Flight Seasonal Espresso,2,9,1,9,9,9,9,95
Panama Boquete Flor De Mariposa Geisha Espresso,2,9,1,9,9,9,10,96
Guji Ethiopia Washed,1,9,9,9,9,8,1,94
Colombia Monteblanco Geisha,1,9,9,9,9,8,1,94
Ethiopia Gedeo Kochere Reko Natural,1,9,9,9,9,8,1,94
Costa Rica Aris Red Honey Lot 2002 Espresso,2,9,1,9,9,8,9,94
Belquis Ramirez Lemus Colombia Coffee for Peace,2,8,9,8,9,8,1,92
Asprole Blend #1 Colombia Coffee for Peace,2,9,8,8,9,8,1,92
Ethiopia Harsu Haro Single-Origin Espresso,2,9,1,8,9,8,9,93
Ethiopia Yirgacheffe Heyilu Butiya,2,9,8,9,9,8,1,93
Sumatra Kerinci Highlands Honey,2,9,8,8,9,8,1,92
Rwanda Sholi,2,9,8,8,9,8,1,92
Guatemala Villatoro Anaerobic,2,8,8,9,9,8,1,92
Guatemala Monja Blanca,2,8,8,8,9,8,1,91
Ethiopia Wuri Washed,1,8,8,8,9,8,1,91
Sumatra Ketiara,2,8,8,8,9,7,1,90
Ethiopia Amhara Natural,2,8,8,8,8,8,1,90
Original Gold Coffee Pouches,7,6,6,7,6,5,1,80
Kona Mocca®,2,9,9,9,10,9,1,96
Panama Elida Green-Tip Geisha La Torre ASD,1,9,9,9,9,9,1,95
Kona Peaberry,2,9,9,9,9,8,1,94
Panama Finca Los Lajones Natural,1,9,9,9,9,8,1,94
SL28,2,9,9,9,9,8,1,94
Bourbon Pointu Natural,2,9,9,9,9,8,1,94
Honey Honduras Comsa,2,9,8,9,9,8,1,93
Honduras Los Amigos,2,9,9,8,9,8,1,93
Miranda’s Farms Hawai’i Caturra,2,9,8,9,9,8,1,93
Uganda Utz Sipi Falls,2,8,8,8,9,8,1,91
Kenya Washed Nakuru Gachombe Factory AB,2,9,1,9,9,9,9,95
Ethiopia Natural Guji Hambella Wate Peaberry,1,9,9,9,9,9,1,95
Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic,2,9,9,9,9,8,1,94
Ethiopia Natural Guji,2,9,1,9,9,8,9,94
Costa Rica Yellow Honey Kinka Bear Lot 20-02,2,9,1,9,9,8,9,94
Ethiopia Guji Shakiso Dambi Udo Honey,1,9,9,9,9,8,1,94
Kenya Washed Nyeri Gichathaini Factory AB,2,9,9,9,9,8,1,94
Colombia Pink Bourbon Honey,2,9,9,9,9,9,1,95
Karatina Kenya,2,9,9,9,9,9,1,95
Cerro Azul Geisha,1,9,9,9,9,9,1,95
Kona SL34 Sweet Spot,2,9,9,9,9,8,1,94
Haraaz Red,2,9,9,9,9,9,1,95
Suyusama Colombia,2,9,8,9,9,8,1,93
Private Reserve Colombia Antioquia,2,9,8,9,8,7,1,91
Las Brisas Colombia,2,9,9,8,9,8,1,93
Private Reserve Rwanda Huye,2,9,8,8,8,7,1,90
Ethiopia Sidamo G2 Washed,1,9,8,8,9,8,1,92
Private Reserve Panama La Huaca,3,8,7,8,8,7,1,88
Costa Rica Gesha Tobosi Natural,2,9,8,9,9,8,1,93
Kenya Kiambu Kiriga AA,2,9,9,8,9,8,1,93
Guatemala Coban Finca Valmar,2,9,1,8,9,8,8,92
Colombia Caldas Finca Villa Clara Supremo,2,9,1,8,8,8,9,92
Panama Elida Estate Washed,2,9,9,9,10,9,1,96
The World Espresso Blend,2,9,1,9,8,8,9,93
Ethiopia Sidamo Euphora Special Lot,2,9,8,9,9,8,1,93
Finca Lerida Gesha Natural,2,8,8,9,9,8,1,92
Bourbon Barrel Aged Ethiopia Cold Brew,7,9,1,8,9,9,9,94
Bourbon Barrel Aged Kenya Cold Brew,7,9,1,8,9,9,8,93
Ethiopia Guji Uraga Yabitu,1,8,9,8,9,8,1,92
Ethiopia Guji Hambela Dabaye,1,8,8,8,9,8,1,91
Ethiopia Dry-Process Guji Hambela,1,8,8,8,8,8,1,90
Ethiopia Dry-Process Benti Nenka,1,8,8,8,9,7,1,90
Papua New Guinea Tsekaka,2,8,8,9,9,8,1,92
Kona Maragogype Natural,2,9,9,9,9,8,1,94
Thung Chang Robusta Honey Espresso,3,9,1,8,9,8,8,92
Thung Chang Robusta Honey,3,9,7,8,9,7,1,90
Colombia Jorge Eli Dussan,2,9,9,8,9,8,1,93
Ethiopia Kochere G1,2,9,8,9,9,8,1,93
Ethiopia Limu Washed,1,9,9,8,9,8,1,93
Life in Dihua Street Espresso Blend,2,8,1,9,9,8,9,93
Colombia Huila Acevedo El Paraiso,2,9,9,9,9,8,1,94
100% Organic Specialty Arabica,3,8,8,9,9,7,1,91
Love of Desolate,2,9,9,9,10,9,1,96
Blend No.7 Berrichee,2,9,1,9,9,9,9,95
Ethiopia Niguse Gemeda Mude Natural,2,9,9,9,9,8,1,94
Rwanda Nyamagabe Kigeme Lot #4,1,9,8,9,9,8,1,93
La Estrella Carbonic Geisha Reserve,2,9,9,9,9,9,1,95
Ethiopia Guji Wush Wush Anaerobic Natural,2,9,9,9,9,9,1,95
Ethiopia Guji Wush Wush,2,9,9,9,9,9,1,95
Tres Dragones Colombia,2,9,9,9,9,8,1,94
Panama Elida Estate Catuaí Natural ASD,2,9,9,9,9,8,1,94
Ethiopia Guji Natural Anaerobic Wush Wush G1,2,9,8,9,9,8,1,93
Peru Yanesha Geisha Double-Anaerobic,2,9,9,8,9,8,1,93
Elida Natural ASD (Panama),2,9,8,9,9,8,1,93
Pink Bourbon Natural Anaerobic Colombia,2,9,9,8,9,8,1,93
Ethiopia Oromia Anaerobic Natural,3,9,8,8,9,9,1,93
Villa Loyola Carbonic Maceration,2,9,8,9,9,8,1,93
Castillo El Paraiso,2,9,9,8,9,8,1,93
Ethiopia Yirgacheffe Israel Degfa Natural Gr.1,2,9,1,9,9,8,9,94
Sweet Collection Blend,2,9,1,8,9,8,9,93
Kenya Nyeri Gachatha Washed AB,2,9,9,9,9,8,1,94
Rwanda Natural Rutsiro Bugoyi 60-hour Fermentation,2,9,8,9,9,8,1,93
Ethiopia Yirgacheffe G1 Mulugeta Tsige,2,9,9,9,9,9,1,95
Kenya AA Top Gathambi Station,2,9,9,9,9,8,1,94
Ethiopia Guji Gerba Station G1 Natural Espresso,2,9,1,9,9,8,9,94
Ethiopia Keramo Village,2,9,9,9,9,8,1,94
Ethiopia Uraga Washed G1,2,9,9,9,9,8,1,94
Rwanda Nyruzisa Station,2,9,8,8,9,8,1,92
Kenya Lenana AA Plus,2,8,8,9,9,8,1,92
Ethiopia Sidamo Natural Water Decaf,2,8,8,8,9,8,1,91
Grizzly Peak Blend,2,9,8,8,9,8,1,92
Kenya Karindudu AA,2,9,9,9,9,9,1,95
Colombia Cardona Natural,1,9,9,9,9,8,1,94
Ethiopia Guji Anaerobic,2,9,9,9,9,8,1,94
Maypop,2,9,9,9,9,8,1,94
Norte Peru,2,9,8,9,9,8,1,93
Trivarietal,2,8,8,8,9,7,1,90
La Soledad Colombia,2,9,9,9,9,8,1,94
Fjord Espresso Blend,3,8,1,9,8,8,9,92
Natural Mexico Ixhuatlan del Cafe,1,9,8,9,9,8,1,93
Nicaragua Yellow Pacamara Natural,1,9,9,9,9,8,1,94
Papua New Guinea Sigri Estate Medium Roast,2,9,8,8,9,8,1,92
Ethiopia West Arsi Nensebo Natural G1,2,9,9,9,9,9,1,95
Pamma Classic Blend Espresso,3,8,1,8,8,8,9,91
Ethiopia Sidama Bona Sweet Natural,1,9,9,9,9,8,1,94
Congo Square,2,9,9,9,9,8,1,94
Rwanda Rulindo Tumba,2,9,9,9,9,8,1,94
Tanzania Sambewe,2,9,9,9,9,8,1,94
Rwanda Kinini Village Natural,2,9,9,9,9,8,1,94
Tanzania Peaberry,2,9,9,9,9,8,1,94
Rwanda Dukunde Kawa,2,9,8,9,9,8,1,93
Burundi Mikuba Honey Microlot 1,1,9,8,9,9,8,1,93
Rwanda Simbi,1,9,8,9,9,8,1,93
Rwanda Akagera CWS Fully Washed Lot 9,2,9,8,9,9,8,1,93
Burundi Kinyovu,3,9,8,8,9,8,1,92
Tanzania Ngila Estate SL28,1,9,9,9,9,9,1,95
Ethiopia Washed Sidama Nafasha 74158 21/01,2,9,9,9,10,9,1,96
Ethiopia Tibe Haro Uraga,2,9,9,9,9,9,1,95
Taiwan Natural Alishan TFU’YA Kakalove Lot,2,9,9,9,9,9,1,95
Ethiopia Natural Guji Blue Donkey 21/01,1,9,9,9,9,9,1,95
Flash Brewed Coffee,7,8,1,9,9,8,9,93
Gigesa Natural,2,9,9,9,9,9,1,95
El Jocote Natural,2,9,9,9,9,9,1,95
Panama Finca Santa Teresa Summer Gesha,2,9,9,9,9,8,1,94
Baby Dragons,2,9,9,9,9,8,1,94
Colombia Lagoon Java Anaerobic,2,9,8,9,9,8,1,93
Colombia La Palma y El Tucan,2,9,8,9,9,8,1,93
Colombia Pink Bourbon Farmer Collaboration,2,9,9,8,9,8,1,93
Ethiopia Wush Wush G1,1,9,9,8,9,8,1,93
Jamaica Blue Mountain,1,9,8,8,9,8,1,92
Le Brewlife Espresso Blend,2,8,1,9,8,8,9,92
Kona Maragogype Peaberry Natural,2,9,9,9,9,9,1,95
Ecuador San José de Minas Double-Anaerobic,1,9,9,9,9,8,1,94
Colombia Bandida Lactic Natural,2,9,9,8,9,8,1,93
Nyeri Hill Kenya,2,9,9,9,9,9,1,95
La Perla Chiquita Ecuador,2,9,9,9,9,9,1,95
Pantan Musara Sumatra,2,9,1,9,9,8,9,94
Las Flores Colombia,2,9,9,9,9,8,1,94
Snowfield Espresso Blend,3,9,1,8,9,8,9,93
Pandemic Pacamara Blend,3,9,8,9,9,8,1,93
Yemen Mocha Haimi,1,9,9,9,9,8,1,94
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,1,9,9,9,9,8,1,94
Colombia Wush Wush,3,9,9,9,9,8,1,94
Brazil Gauriroba Natural,1,9,9,9,9,8,1,94
Rwanda “Silverback Returns”,4,9,1,9,9,8,9,94
Yemen Mocha Khulani,2,9,9,8,9,8,1,93
Peru “El Dorado”,4,8,1,9,9,8,9,93
Yemen Mocha Harazi,2,9,8,9,9,8,1,93
Top Blend 2,2,9,8,8,9,8,1,92
Top Blend 1,2,9,9,8,9,8,1,93
Quattoro Mountain Blend,4,8,1,8,9,7,9,91
Brazil Ipanema Golden Edition C26 Lychee,7,9,1,9,9,8,9,94
Ethiopia Mormora Cold Brew,7,9,1,9,9,8,9,94
Ethiopia Blend Cold Brew,7,9,1,9,9,8,8,93
Black Cold Brew,7,9,1,8,9,8,9,93
Kyoto Iced Coffee,7,9,1,8,9,8,9,93
Kenya Cold Brew,7,9,1,8,9,8,9,93
Dead Reckoning,7,9,1,8,9,9,8,93
Cold Brew,7,8,1,8,9,9,9,93
Cold Brew Coffee,7,9,1,8,9,8,8,92
Ethiopia Natural Guji D Minor 21/01,1,9,9,9,9,9,1,95
Ethiopia Hambela Yellow Honey James Selection,1,9,9,9,9,9,1,95
Costa Rica Black Honey,2,9,9,9,9,8,1,94
Ethiopia Guji Hambela Kudume Yellow Honey,2,9,9,9,9,8,1,94
Esmeralda Estate Panama Geisha,7,9,1,9,9,8,9,94
Ethiopia Sidamo Bensa Mirado Natural,1,9,9,9,9,8,1,94
Costa Rica La Florida Red Honey Espresso,2,9,1,9,9,9,9,95
Ethiopia Yirgacheffe Kochere Sheferaw Jigeso Beraso,1,9,9,8,9,8,1,93
Blue Sky Breakfast Blend,2,9,8,9,9,8,1,93
Ethiopia Yirgacheffe Botabaa Washed G1 21/01,2,9,9,9,9,8,1,94
Colombia Vella Black Hawk Natural,2,9,8,9,9,8,1,93
Yemen Mocca Matari,2,9,9,9,9,8,1,94
Costa Rica Black Honey,2,9,9,9,9,8,1,94
Kenya Nyeri Ndaroini AA Washed,2,9,8,9,9,8,1,93
Mojave Vault Series Geisha Natural,1,9,9,9,9,8,1,94
Colombia Black Condor,2,8,8,8,9,8,1,91
Choco Blend,2,9,8,9,9,8,1,93
Kabiufa Papua New Guinea,1,9,9,9,9,8,1,94
Ethiopia Buku Abela,2,9,9,9,9,8,1,94
Colombia Finca Santa Maria,2,9,9,9,9,9,1,95
Ethiopia Nano Genji,2,9,8,8,9,8,1,92
Fruit Candy Espresso Blend,2,9,1,8,9,8,9,93
BNT Espresso Blend,2,9,1,8,8,7,9,91
Haitian Blue Zombie Desert,2,9,8,9,9,7,1,92
Dominican Republic Organic Ramirez Estate,2,8,8,8,8,8,1,90
Amasia Blend,3,8,1,8,9,8,8,91
Classic MK Blend,4,9,1,9,9,8,9,94
Espresso Blend,3,9,1,9,9,8,9,94
Espresso Nuevo,3,9,1,8,9,8,9,93
Red Clay Espresso Blend,3,8,1,8,9,9,8,92
Espresso Fino,3,8,1,9,9,8,8,92
Campfire Blend,3,8,1,9,8,7,9,91
Durango Espresso,3,8,1,8,8,8,9,91
Bull Demon King,4,9,1,9,9,9,10,96
Golden Parrot Blend,3,9,1,9,9,9,9,95
Chocolate Lover’s Espresso,4,9,1,9,9,8,9,94
Dharma Espresso Blend,3,8,1,9,8,8,9,92
Sudan Rume,2,9,8,9,9,8,1,93
Tanzania Gesha Peaberry,1,9,9,9,9,9,1,95
Panama Geisha,2,9,8,8,9,8,1,92
GK Classic Manba Blend Espresso,3,9,1,8,9,8,9,93
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,2,9,8,8,9,8,1,92
Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,1,9,9,9,9,8,1,94
Bayou Buzz Breakfast Blend,2,8,8,9,8,7,1,90
Banti Nenga Hambela Wamena,2,9,8,9,9,8,1,93
Ethiopia Guji Natural Euphora Special Lot,2,9,9,9,9,8,5,94
Phu-Long-Kong,1,9,8,9,9,8,1,93
Espresso Blend,3,8,1,8,9,8,9,92
Ethiopia Hambela G1,2,8,8,8,9,8,1,91
Sudan Rume,2,9,9,9,9,9,1,95
Sumatra Lintong,2,9,8,9,9,8,1,93
Testi Ayla Double Ethiopia,1,9,10,9,10,9,1,97
Primavera Colombia Espresso,2,9,1,9,9,8,9,94
Andi Sumatra,2,9,8,9,9,8,1,93
Gigesa Ethiopia,1,9,9,9,9,8,1,94
Guatemala Buena Vista Single-Origin Espresso,2,9,1,8,9,8,9,93
Ethiopia Reko Yirgacheffe,2,9,9,8,9,8,1,93
Medina Natural,2,9,8,9,9,8,1,93
Sadah Kuhlani Yemen,1,9,8,9,9,8,1,93
Gura Kenya,2,9,8,9,9,8,1,93
Guatemala Finca El Principito Yellow Catuai,2,9,8,9,9,8,1,93
Guatemala El Mirador,2,9,9,8,9,8,1,93
Guatemala Pache,2,9,8,9,9,8,1,93
Guatemala Finca San Gerardo,2,9,8,8,9,8,1,92
Guatemala Finca Granada Natural,2,9,8,8,9,8,1,92
Acatenango Pacamara Natural,2,8,8,9,9,8,1,92
Cafe Granja La Esperanza Sudan Rume,2,9,9,9,9,8,1,94
Panama Cantar Dorado Ruisenor,1,9,8,9,9,8,1,93
Bolivia Finca El Arcangel,2,9,8,8,9,7,1,91
Marsella Gesha #108 (Innovation Series),1,9,9,8,9,8,1,93
Santuario Gesha #113 (Innovation Series),1,9,8,9,9,8,1,93
Ethiopia Guji Laayoo Natural,1,9,9,9,9,9,1,95
Colombia Cafe Granja La Esperanza Sidra Natural,2,9,9,9,9,9,1,95
Kenya Gatomboya,2,9,9,9,9,8,1,94
Nicaragua La Bendicion Yellow Maracaturra Natural,1,9,9,9,9,8,1,94
Kona Lactic Washed,2,9,8,9,9,9,1,94
Ecuador Hacienda Legrand Robusta,2,9,1,9,9,9,7,93
Glory Days,3,9,8,8,9,8,1,92
Kenya Kamwangi,2,9,9,9,9,9,1,95
El Salvador Pacamara,2,9,8,9,9,8,1,93
Ethiopia Gogogu Bekaka #4,2,9,9,8,9,8,1,93
Congo Umoja,2,8,8,9,9,8,1,92
Tanzania Ngila Estate,2,9,8,9,9,8,1,93
Mexico Pluma Hidalgo,2,9,8,9,9,8,1,93
Bella Carmona Guatemala,1,9,8,8,9,8,1,92
Pluma Hidalgo Mexico,2,9,8,8,9,8,1,92
Kenya 168,2,9,9,8,9,8,1,93
Kenya SHI,2,9,9,8,9,8,1,93
Rwanda Abakundakawa,2,9,8,9,9,7,1,92
Hero Blend Espresso,2,9,1,8,8,8,9,92
House Blend,3,9,8,8,9,7,1,91
Breakfast Blend,2,8,8,8,8,8,1,90
El Salvador Finca Hungria,2,9,8,8,9,8,1,92
Panama Geisha,1,9,9,9,9,8,1,94
Brazil COE,2,9,8,8,9,8,1,92
Alishan Taiwan,2,8,8,8,8,8,1,90
Guatemala COE-NW#2 Sierra Roja Geisha Washed,2,9,10,9,9,9,1,96
Guatemala La Voz,2,9,9,9,9,8,1,94
Guatemala El Injerto Pacamara,2,9,8,9,9,8,1,93
Guatemala Geisha,2,9,9,8,9,8,1,93
Ethiopia Guji (Rose Selection),2,9,9,8,9,8,1,93
Panama Hacienda La Esmeralda Ethiopia Accessions,1,9,9,9,9,9,1,95
The Natural,2,9,1,9,9,8,8,93
Guji Hamasho Washed,2,9,9,9,9,8,1,94
Kona Red Wine Process,2,9,9,9,9,8,1,94
Candelilla Geisha Natural,1,9,9,9,9,9,1,95
Kiamugumo Kenya,2,9,9,9,9,9,1,95
Ethiopia Sidama Ardi,1,9,9,9,9,9,1,95
Colombia Gesha,2,9,9,9,9,8,1,94
Ethiopia Kayon Mountain Washed,2,9,9,9,9,8,1,94
Kenya Nyeri Kiandu AA,2,9,8,8,9,8,1,92
Ethiopia Kayon Mountain Natural,2,9,8,9,9,8,1,93
Ethiopia Gedeb Worka Wuri,1,9,9,9,9,9,1,95
Hung Farm,2,9,8,9,9,8,1,93
Brazil Peixoto Peaberry,2,9,8,8,9,8,1,92
Ethiopia Guji Hambela Wate 74110/74112/74158 Mini Natural,7,9,1,8,9,8,9,93
Kenya Muranga Riakiberu,2,9,8,8,9,8,1,92
Mama Cata Mokkita,2,9,9,9,9,9,1,95
Kenya Karatina,2,9,9,9,9,8,1,94
La Reforma El Salvador Natural,2,9,9,9,9,8,1,94
414 Kenya SL34,2,9,8,8,9,8,1,92
Yemen Lot 106,7,9,9,9,10,9,1,96
Yemen Sheba Auction Lot 1: Wadi Al Mahjr,2,9,9,9,9,9,1,95
Yemen Al Wadi,7,9,8,9,9,9,1,94
Yemen Port of Mokha Al-Jabal,2,9,9,9,9,8,1,94
Yemen Mokha Matari,2,9,9,8,9,8,1,93
Yemen Mocha Haimi,2,9,8,9,9,8,1,93
Yemen Sana’a,1,9,8,9,9,8,1,93
Bait Alal Community,2,9,8,9,9,8,1,93
Port of Mokha Auction Lot 19: Mohamed Ahmed Al Rumaim,2,9,8,8,9,8,1,92
Peru Finca Churupampa,2,9,8,9,9,8,1,93
Colombia La Esperanza Potosí Anaerobic Process,2,9,9,9,9,8,1,94
Honduras Finca Las Moras Parainema Yellow Honey,2,9,8,9,9,8,1,93
Blossom Blend Espresso,2,9,1,8,9,8,9,93
Ethiopia Guji Shakisso Mormora Estate Natural,7,9,1,8,9,8,9,93
Ethiopia Natural Guji Sweet Lady,2,9,8,9,9,8,1,93
Taster’s Blend No. 4,7,8,1,8,9,8,9,92
Strawberry Forest,2,9,1,9,9,7,8,92
Kona Medium Roast,2,9,8,8,9,8,1,92
Kona Medium-Dark Roast,3,9,8,8,8,7,1,90
Ethiopia Yirgacheffe Washed Banko Gotiti 3,2,9,9,9,9,8,1,94
Guatemala Finca El General Slow Dry 6,2,9,9,9,9,8,1,94
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,2,9,9,9,9,8,1,94
Ethiopia Natural Guji Hambela SASA Lot 10,1,9,8,9,9,8,1,93
Kenya Gachatha Nyeri AA,2,9,9,9,10,9,1,96
Ethiopia Super Wush,1,9,9,9,9,9,1,95
Ethiopia Worka Sakaro Anaerobic Natural,2,9,9,9,9,8,1,94
Organic Floyd Farmhouse Blend,2,9,8,9,9,8,1,93
Kenya Athena AB Espresso,3,9,1,9,9,8,9,94
Colombia La Esperanza Anaerobic,2,9,9,9,9,8,1,94
Ethiopia Gogogu Bekaka #1,1,9,9,9,9,8,1,94
Kenya Gichathaini,2,9,9,9,9,9,1,95
SGG Ethiopia Sidamo G2,2,8,8,8,9,8,1,91
Elida Estate Dragonfly Catuai Lot 13,2,10,9,9,9,7,1,94
Ethiopia Kochere Hama Jet Washing Station,1,9,9,9,9,8,1,94
Banko Gotiti Natural,2,9,8,9,9,8,1,93
Elida Estate ASD Natural Catuai 15,2,9,9,9,9,8,1,94
Ethiopia Guji Sakicha JH144,2,9,8,9,9,8,1,93
Indonesian Island Blend,3,8,8,9,9,8,1,92
FTO Ethiopian,2,9,8,8,9,8,1,92
Costa Rica La Rejolla Washed Geisha,2,9,9,9,9,8,1,94
Ethiopia Microanaerobic Geisha,1,9,8,9,9,8,1,93
Bekele Heto Natural Ethiopia,2,9,9,9,9,9,1,95
El Salvador El Matazano Pacamara,2,9,9,9,9,9,1,95
Ethiopia Guji Mormora Organic Natural,1,9,9,9,9,8,1,94
Chelbesa Ethiopia,2,9,9,9,9,9,1,95
Colombia La Riviera Sudan Rume,2,9,9,9,9,8,1,94
Alaka Ethiopia,2,9,9,9,9,8,1,94
Kona Liberica Champagne Natural,2,9,8,9,9,8,1,93
Ethiopia Guji Uraga Tebe Burka Natural G1,1,9,9,9,9,8,1,94
El Triunfo Mexico,2,9,9,8,9,8,1,93
Honey-Processed Yunnan Espresso,3,9,1,8,9,8,9,93
Fruity Espresso Blend,2,9,1,9,9,8,8,93
Out of Africa Blend,2,9,8,8,9,8,1,92
Nutty Espresso Blend,2,9,1,8,8,8,9,92
Sweet Kenya J36 Espresso,2,9,1,9,9,9,9,95
Winter Wonder Blend,3,8,8,8,9,8,1,91
Guatemala El Injerto Natural Legendary Gesha 7,1,9,9,9,9,9,1,95
Guatemala Finca El General SummerEnd Espresso,2,9,1,9,9,8,9,94
Ethiopia Natural Yirgacheffe Adado Feysa Dira,2,9,9,9,9,8,1,94
Laura’s Reserve SL34,2,9,9,9,10,9,1,96
Ethiopia Tamiru Tadesse Natural,1,9,9,9,9,9,1,95
Puna Arakawa Estate Lactic Natural,2,9,9,9,9,9,1,95
100% Kona Bourbon Pointu Laurina,2,9,9,9,9,9,1,95
Colombia Planadas Tolima,1,9,8,9,9,8,1,93
Colombia Java El Eden,2,9,9,9,9,8,1,94
Ethiopia Shantawene Natural,2,9,9,9,9,9,1,95
Ethiopia Buno Dambi Uddo,1,9,9,9,9,8,1,94
Magnolia Blend Espresso,2,9,1,8,9,8,9,93
Ethiopia Worka Sakaro Anaerobic Natural,3,9,9,9,9,8,1,94
Ethiopia Durato Bombe Natural,1,9,9,9,9,8,1,94
SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural,1,10,9,9,10,8,1,96
Colombia Trujillo Experimental Process,2,9,9,9,9,8,1,94
Colombia La Siria Geisha,2,9,9,9,10,9,1,96
Guatemala Santa Felisa Wild Yeast Natural Gesha,1,9,9,9,10,9,1,96
Colombia Granja La Esperanza Las Margaritas Gesha Honey,1,9,9,9,9,9,1,95
Tanzania Acacia Hills Gesha Peaberry,2,9,9,9,9,9,1,95
Colombia La Palma Y El Tucán Gesha Natural,2,9,9,9,9,8,1,94
Peru Yanesha Geisha Washed Anaerobic,2,9,9,9,9,8,1,94
Guatemala Geisha,1,9,9,9,9,8,1,94
Ethiopia Yirgacheffe Worka Sakaro Anaerobic,1,8,8,8,8,8,1,90
Kenya Kainamui AB,2,9,9,9,9,8,1,94
Kona Mocca®,2,9,9,9,9,9,1,95
Karen J Kona Red Bourbon,2,9,9,9,9,9,1,95
Ethiopian Sweet Lily,2,9,9,8,9,8,1,93
Kenya Gachatha Nyeri,2,9,8,9,9,8,1,93
Bolivia Apolo Latin America Microlot,2,8,8,9,8,7,1,90
Ethiopia Gora Kone Sidamo,2,9,8,8,9,8,1,92
Organic 18 Rabbits Honduras,2,8,8,8,9,8,1,91
Ethiopia Olonso Qeka,2,9,9,9,9,8,1,94
Ethiopia Wate Mini Natural Espresso,2,9,1,9,9,8,9,94
Colombia La Estrella Carbonic Maceration,2,9,8,9,9,8,1,93
Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural,1,9,9,9,10,9,1,96
Honeydew Costa Rica,1,8,8,9,9,8,1,92
BNT Espresso Blend,2,9,1,9,9,8,9,94
Chiayi Blend,2,9,8,9,9,8,1,93
Costa Rica Salazar Black Honey,2,8,7,8,8,7,1,88
Holiday Coffee,2,9,9,9,10,9,1,96
Mama Cata Mokkita,2,10,9,9,10,9,1,97
Ethiopia Tamiru Tadesse Anaerobic,1,9,9,9,10,9,1,96
Panama Hacienda La Esmeralda Gesha,1,9,9,9,9,8,1,94
Natural Ka’u Maragogipe,2,9,8,9,9,9,1,94
Costa Rica Volcan Azul San Isidro Red Honey,2,9,9,9,9,9,1,95
Ethiopia Demeka Becha,2,9,9,9,10,9,1,96
Sweet Holiday Blend,2,9,9,9,9,8,1,94
Ethiopia Washed Sidama Bensa Bombe,1,9,9,9,9,8,1,94
Panama Abu Geisha Lot 6,2,9,9,9,9,9,1,95
Panama Finca Mi Finquita Geisha Afrodita Natural,2,9,9,9,10,9,1,96
Panama El Burro Estate Natural Gesha,2,9,9,9,9,9,1,95
Panama La Viuda Natural Geisha 4 Hermanos,1,9,9,9,9,8,1,94
Philippines Sitio Belis,2,9,9,8,9,8,1,93
Colombia Huila Finca Monteblanco Rodrigo Sanchez,2,9,9,9,9,8,1,94
Ninety Plus Panama Gesha Estate MS Joseph Brodsky 2307,2,9,9,9,9,9,1,95
Ethiopia Bedessa,2,9,9,8,9,7,1,92
Espresso,2,9,1,9,9,8,9,94
Organic Ethiopia Shantawene Natural,2,8,8,9,9,8,1,92
Ethiopia Sidama Durato Bombe,2,8,8,8,9,8,1,91
Ethiopia Lecho Torka,2,9,8,8,9,8,1,92
Ethiopia Nano Genji #10,2,9,8,8,9,8,1,92
Guatemala CODECH Women’s Lot,2,8,8,8,8,8,1,90
Ethiopia Hambela Tetsu Process,1,8,8,8,9,7,1,90
Espresso No. 2,2,8,1,8,8,8,9,91
Finca Huixoc Maracaturra,2,8,8,8,8,8,1,90
Finca Santa Isabel,1,8,8,8,8,8,1,90
Kenya Nyeri AA Hercules,2,9,8,9,9,8,1,93
Proyecto Aurora,2,9,8,8,9,8,1,92
Las Moritas Yellow Caturra,1,8,7,7,8,7,1,87
El Pintado Classico,1,8,7,7,8,7,1,87
5a Poniente,3,8,7,8,8,7,1,88
Espresso Blend,3,9,1,8,9,7,9,92
Esperanza Villa Sarchi,1,8,8,8,8,8,1,90
Esperanza Bourbon,2,8,9,8,9,8,1,92
Finca San Carlos,1,8,7,7,8,7,1,88
5a Sur,3,8,7,8,9,7,1,89
Hacienda La Esmeralda Montañas 71AS,2,9,9,9,10,9,1,96
Ethiopia Nano Genji #5,2,9,9,8,9,8,1,93
Ethiopia Yirgacheffe Aramo,2,9,9,8,9,8,1,93
Kenya Nyeri Gatomboya,2,9,9,9,9,8,1,94
